Normalize: MD Assets,HW OBS Date,0.06,No Issue
Normalize: MD Assets,HW OBS Exception,0.05,No Issue
Normalize: MD Assets,HW OBS Range (Start),0.05,No Issue
Normalize: MD Assets,HW OBS Range (End),0.05,No Issue
Normalize: MD Assets,HW Currency Code,0.63,No Issue
Normalize: MD Assets,HW Minimum price,0.04,No Issue
Normalize: MD Assets,HW Average price,0.05,No Issue
Normalize: MD Assets,HW Maximum price,0.07,No Issue
Normalize: MD Assets,HW Profile,0.58,No Issue
Normalize: MD Assets,HW Mounting,0.06,No Issue
Normalize: MD Assets,HW Min Depth (in),0.04,No Issue
Normalize: MD Assets,HW Max Depth (in),0.05,No Issue
Normalize: MD Assets,HW Min Height (in),0.05,No Issue
Normalize: MD Assets,HW Max Height (in),0.05,No Issue
Normalize: MD Assets,HW Min Width (in),0.59,No Issue
Normalize: MD Assets,HW Max Width (in),0.05,No Issue
Normalize: MD Assets,HW Min Weight (lbs),0.05,No Issue
Normalize: MD Assets,HW Max Weight (lbs),0.07,No Issue
Normalize: MD Assets,HW Diameter (in),0.06,No Issue
Normalize: MD Assets,HW Minimum Room Size (sq ft),0.05,No Issue
Normalize: MD Assets,HW Bore Size (in),0.07,No Issue
Normalize: MD Assets,HW Volume (cc),0.05,No Issue
Normalize: MD Assets,HW Is Energy Star?,0.58,No Issue
Normalize: MD Assets,HW EPEAT Rating,0.06,No Issue
Normalize: MD Assets,HW Power Type,0.04,No Issue
Normalize: MD Assets,HW Power (W),0.05,No Issue
Normalize: MD Assets,HW Power Rating,0.06,No Issue
Normalize: MD Assets,HW Connectivity,0.58,No Issue
Normalize: MD Assets,HW Connectivity Type,0.05,No Issue
Normalize: MD Assets,HW Connectivity Standard,0.05,No Issue
Normalize: MD Assets,HW Connectivity Standard Version,0.06,No Issue
Normalize: MD Assets,HW Biomed,0.58,No Issue
Normalize: MD Assets,HW Certification,0.05,No Issue
Normalize: MD Assets,HW Compressed Air,0.06,No Issue
Normalize: MD Assets,HW Data Line Required,0.07,No Issue
Normalize: MD Assets,HW Drain,0.05,No Issue
Normalize: MD Assets,HW Exhaust,0.06,No Issue
Normalize: MD Assets,HW Phone Line,0.04,No Issue
Normalize: MD Assets,HW Steam,0.06,No Issue
Normalize: MD Assets,HW Vacuum,0.05,No Issue
Normalize: MD Assets,HW Water,0.05,No Issue
Normalize: MD Assets,MDS2 Document ID,0.07,No Issue
Normalize: MD Assets,MDS2 Document Date,0.07,No Issue
Normalize: MD Assets,MDS2 Document URL,0.05,No Issue
Normalize: MD Assets,MDS2 Company Name,0.06,No Issue
Normalize: MD Assets,MDS2 Representative,0.05,No Issue
Normalize: MD Assets,MDS2 Manufacturer Contact,0.05,No Issue
Normalize: MD Assets,MDS2 Device Intended Use,0.05,No Issue
Normalize: MD Assets,MDS2 NEMA Version,0.05,No Issue
Normalize: MD Assets,MDS2 Notes Available,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Management,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Type - Demographic,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Type - Medical Record,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Type - Diagnostic/therapeutic,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Type - User-entered Text,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Type - Biometric Data,0.04,No Issue
Normalize: MD Assets,MDS2 Private Data Type - Personal Financial,0.04,No Issue
Normalize: MD Assets,MDS2 Private Data Maintenance - Temporary memory,0.07,No Issue
Normalize: MD Assets,MDS2 Private Data Maintenance - Persistent Local Media,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Maintenance - Import/Export,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Maintenance - Power Interruption,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Display,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Hardcopy,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Removable Media,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Cable,0.07,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Wired Network,0.07,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Wireless Network,0.06,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Scanning,0.05,No Issue
Normalize: MD Assets,MDS2 Private Data Transmission - Other,0.05,No Issue
Normalize: MD Assets,MDS2 Automatic Logoff - Inactivity Lock,0.05,No Issue
Normalize: MD Assets,MDS2 Automatic Logoff - Inactivity Length Configurable,0.06,No Issue
Normalize: MD Assets,MDS2 Automatic Logoff - Manual Lock,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control - Audit Trail,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Login/Logout,0.1,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Data Display,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Data Changes,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Data Import/Export,0.06,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Data Transmission,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Remote Activity,0.06,No Issue
Normalize: MD Assets,MDS2 Audit Control Type - Other,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Identifier - User ID,0.05,No Issue
Normalize: MD Assets,MDS2 Audit Control Identifier - Date/Time,0.05,No Issue
Normalize: MD Assets,MDS2 Authorization - Unauthorized User Prevention,0.06,No Issue
Normalize: MD Assets,MDS2 Authorization - Role-Based Privileges,0.05,No Issue
Normalize: MD Assets,MDS2 Authorization - Admin Privilege,0.07,No Issue
Normalize: MD Assets,MDS2 Security Configuration - Configurable,0.05,No Issue
Normalize: MD Assets,MDS2 Product Upgrades - OS and Security Patches,0.04,No Issue
Normalize: MD Assets,MDS2 Product Upgrades - Remote Patches,0.05,No Issue
Normalize: MD Assets,MDS2 Data De-Identify Capability,0.05,No Issue
Normalize: MD Assets,MDS2 Data backup Capability,0.06,No Issue
Normalize: MD Assets,MDS2 Emergency Access Feature,0.08,No Issue
Normalize: MD Assets,MDS2 Data Integrity - Error Detection/Correction Technology,0.04,No Issue
Normalize: MD Assets,MDS2 Malware Protection Support,0.05,No Issue
Normalize: MD Assets,MDS2 Malware Protection - User Configurable,0.05,No Issue
Normalize: MD Assets,MDS2 Malware Protection - Notification,0.06,No Issue
Normalize: MD Assets,MDS2 Malware Protection - Manufacturer-Authorized Repair Only,0.06,No Issue
Normalize: MD Assets,MDS2 Malware Protection - Owner Install/Update,0.06,No Issue
Normalize: MD Assets,MDS2 Malware Protection - Owner Virus Definition Update,0.06,No Issue
Normalize: MD Assets,MDS2 Node Authentication Support,0.05,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Single User,0.06,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Multi User,0.04,No Issue
Normalize: MD Assets,MDS2 Person Authentication - External Authentication Service,0.05,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Unsuccessful Logon Attempts Lock,0.05,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Change Default Password,0.06,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Shared User ID,0.05,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Password Complexity Rules,0.05,No Issue
Normalize: MD Assets,MDS2 Person Authentication - Password Expiration,0.05,No Issue
Normalize: MD Assets,MDS2 Whole Device Physical Locks,0.05,No Issue
Normalize: MD Assets,MDS2 Third-Party Support in Roadmap - Operating Systems,0.07,No Issue
Normalize: MD Assets,MDS2 Third-Party Support in Roadmap - List is Provided,0.05,No Issue
Normalize: MD Assets,"MDS2 Hardening Measure - Employed, Conformance Level",0.05,No Issue
Normalize: MD Assets,MDS2 Hardening Measure - Manufacturer-Authorized Program/Update,0.07,No Issue
Normalize: MD Assets,MDS2 External Communication Capability,0.07,No Issue
Normalize: MD Assets,MDS2 File-Level Access Control Capability,0.04,No Issue
Normalize: MD Assets,MDS2 Non-required Accounts Disabled,0.05,No Issue
Normalize: MD Assets,MDS2 Selective Disablement of Shared Resources,0.07,No Issue
Normalize: MD Assets,MDS2 Selective Disablement of Communication Ports,0.05,No Issue
Normalize: MD Assets,MDS2 Selective Disablement of Services,0.06,No Issue
Normalize: MD Assets,MDS2 Selective Disablement of Applications,0.05,No Issue
Normalize: MD Assets,MDS2 Boot from Removable Media,0.06,No Issue
Normalize: MD Assets,MDS2 Install Non-Manufacturer Authorized Software/Hardware,0.04,No Issue
Normalize: MD Assets,MDS2 Security Features Documented,0.07,No Issue
Normalize: MD Assets,MDS2 Device/Media Sanitization Instructions,0.05,No Issue
Normalize: MD Assets,MDS2 Device Encrypt Data At Rest,0.06,No Issue
Normalize: MD Assets,MDS2 Transmission Confidentiality - Dedicated Cable Data Transmission Only,0.05,No Issue
Normalize: MD Assets,MDS2 Transmission Confidentiality - Encrypted Data Transmission,0.05,No Issue
Normalize: MD Assets,MDS2 Transmission Confidentiality - Fixed List Transmission Destinations,0.05,No Issue
Normalize: MD Assets,MDS2 Transmission Integrity Support,0.05,No Issue
Normalize: MD Assets,MDS2 Remote Service,0.05,No Issue
Normalize: MD Assets,MDS2 Remote Access Restrictions,0.06,No Issue
Normalize: MD Assets,MDS2 Accept or Initiate Remote Access,0.05,No Issue
Normalize: MD Assets,MDS2 SW Vertical,0.04,No Issue
Normalize: MD Assets,MDS2 SW Category,0.04,No Issue
Normalize: MD Assets,MDS2 SW Subcategory,0.04,No Issue
Normalize: MD Assets,MDS2 SW Vendor Category,0.04,No Issue
Normalize: MD Assets,MDS2 SW Manufacturer,0.05,No Issue
Normalize: MD Assets,MDS2 SW Family,0.05,No Issue
Normalize: MD Assets,MDS2 SW Name,0.09,No Issue
Normalize: MD Assets,MDS2 SW Component,0.05,No Issue
Normalize: MD Assets,MDS2 SW Market Version,0.06,No Issue
Normalize: MD Assets,MDS2 SW Version,0.04,No Issue
Normalize: MD Assets,MDS2 SW Service Pack,0.06,No Issue
Normalize: MD Assets,MDS2 SW Edition,0.05,No Issue
Normalize: MD Assets,MDS2 SW Is Licensable?,0.05,No Issue
Normalize: MD Assets,MDS2 SW Is Suite?,0.04,No Issue
Normalize: MD Assets,PRI Is Private?,0.06,No Data
Normalize: MD Assets,PRI Type,0.05,No Data
Normalize: MD Assets,PRI Object,0.06,No Data
Normalize: MD Assets,PRI Table,0.06,No Data
Normalize: MD Assets,PRI Attribute,0.07,No Data
Normalize: MD Assets,SW Instance Attribute,0.6,No Issue
Normalize: MD Assets,SW Instance Value,0.56,No Issue
Normalize: MD Assets,Domain,0.06,No Issue
Normalize: MD Assets,ACTIVE,0.08,No Issue
Normalize: MD Assets,Owner,0.07,No Issue
Normalize: MD Assets,Expiration Date,0.07,No Issue
Normalize: MD Assets,Location,0.08,No Issue
Normalize: MD Assets,Manufacturer Name,0.05,No Issue
Normalize: MD Assets,Product Name,0.07,No Issue
Normalize: MD Assets,Supported OS,0.05,No Issue
Normalize: MD Assets,Last Supported Date,0.09,No Issue
Normalize: MD Assets,Energy Star,0.06,No Issue
Normalize: MD Assets,EPEAT,0.03,No Issue
Normalize: MD Assets,AC Power AVG,0.05,No Issue
Normalize: MD Assets,AC AVG UNIT,0.08,No Issue
Normalize: MD Assets,AC Power Max,0.05,No Issue
Normalize: MD Assets,AC MAX Unit,0.05,No Issue
Normalize: MD Assets,Managed by,0.05,No Issue
Normalize: MD Assets,IND,0.07,No Issue
Normalize: MD Assets,BDNA SW Category,0.03,No Issue
Normalize: MD Assets,BDNA SW Sub Category,0.05,No Issue
Normalize: MD Assets,SW Supplier,0.06,No Issue
Normalize: MD Assets,SW Name,0.06,No Issue
Normalize: MD Assets,Business Unit,0.04,No Issue
Normalize: MD Assets,Department,0.06,No Issue
Normalize: MD Assets,Region,0.07,No Issue
Normalize: MD Assets,Country,0.04,No Issue
Normalize: MD Assets,User_Domain,0.06,No Issue
Normalize: MD Assets,User_Name,0.07,No Issue
Normalize: MD Assets,DEPT1,0.04,No Issue
Normalize: MD Assets,DEPT2,0.05,No Issue
Normalize: MD Assets,SITE1,0.05,No Issue
Normalize: MD Assets,LOC,0.05,No Issue
Normalize: MD Assets,SYS Count_measure,0.61,No Issue
Normalize: MD Assets,SYS Avg CPU (MHz)_measure,0.05,No Issue
Normalize: MD Assets,SYS Avg Number of CPUs_measure,0.04,No Issue
Normalize: MD Assets,SYS Avg Number of Cores_measure,0.06,No Issue
Normalize: MD Assets,SYS Avg RAM (MB)_measure,0.07,No Issue
Normalize: MD Assets,SYS Avg Total HDD (GB)_measure,0.05,No Issue
Normalize: MD Assets,SYS Avg Available HDD (GB)_measure,0.06,No Issue
Normalize: MD Assets,HW Distinct Product Count_measure,0.05,No Issue
Normalize: MD Assets,HW Distinct Model Count_measure,0.05,No Issue
Normalize: MD Assets,HW Minimum price_measure,0.08,No Data
Normalize: MD Assets,HW Average price_measure,0.06,No Data
Normalize: MD Assets,HW Maximum price_measure,0.06,No Data
Normalize: MD Assets,HW AVG Power (W)_measure,0.05,No Data
Normalize: MD Assets,HW AC Power Avg_measure,0.07,No Data
Normalize: MD Assets,HW AC Power Max_measure,0.04,No Issue
Normalize: MD Assets,HW AC Heat Diss Avg (BTU/hr)_measure,0.05,No Issue
Normalize: MD Assets,HW AC Heat Diss Max (BTU/hr)_measure,0.06,No Issue
Normalize: MD Assets,HW AC Input Low Voltage Min_measure,0.05,No Issue
Normalize: MD Assets,HW AC Input Low Voltage Max_measure,0.07,No Issue
Normalize: MD Assets,HW AC Input Low Current Min_measure,0.05,No Issue
Normalize: MD Assets,HW AC Input Low Current Max_measure,0.07,No Issue
Normalize: MD Assets,HW AC Input High Voltage Min_measure,0.04,No Issue
Normalize: MD Assets,HW AC Input High Voltage Max_measure,0.05,No Issue
Normalize: MD Assets,HW AC Input High Current Min_measure,0.05,No Issue
Normalize: MD Assets,HW AC Input High Current Max_measure,0.06,No Issue
Normalize: MD Assets,HW AC Frequency Min_measure,0.04,No Issue
Normalize: MD Assets,HW AC Frequency Max_measure,0.03,No Issue
Normalize: MD Assets,HW DC Power Avg_measure,0.07,No Data
Normalize: MD Assets,HW DC Power Max_measure,0.06,No Data
Normalize: MD Assets,HW DC Heat Diss Avg (BTU/hr)_measure,0.08,No Data
Normalize: MD Assets,HW DC Heat Diss Max (BTU/hr)_measure,0.06,No Data
Normalize: MD Assets,HW DC Low Voltage_measure,0.06,No Data
Normalize: MD Assets,HW DC Low Current_measure,0.06,No Data
Normalize: MD Assets,HW DC High Voltage_measure,0.08,No Data
Normalize: MD Assets,HW DC High Current_measure,0.07,No Data
Normalize: MD Assets,HW Min Operating Temp (F)_measure,0.06,No Issue
Normalize: MD Assets,HW Max Operating Temp (F)_measure,0.07,No Issue
Normalize: MD Assets,HW Min Non-Operating Temp (F)_measure,0.06,No Issue
Normalize: MD Assets,HW Max Non-Operating Temp (F)_measure,0.05,No Issue
Normalize: MD Assets,HW Min Operating Humidity (%)_measure,0.06,No Issue
Normalize: MD Assets,HW Max Operating Humidity (%)_measure,0.06,No Issue
Normalize: MD Assets,HW Min Non-Operating Humidity (%)_measure,0.05,No Issue
Normalize: MD Assets,HW Max Non-Operating Humidity (%)_measure,0.07,No Issue
Normalize: MD Assets,SW Distinct Product Count_measure,0.03,No Issue
Normalize: MD Assets,SW Distinct Version Count_measure,0.05,No Issue
Normalize: MD Assets,SW Distinct Edition Count_measure,0.05,No Issue
Normalize: MD Assets,SW Distinct Release Count_measure,0.05,No Issue
Normalize: MD Assets,SW Install Count_measure,0.05,No Issue
Normalize: MD Assets,SW Use Count_measure,0.03,No Issue
Normalize: MD Assets,SW Times Launched_measure,0.07,No Data
Normalize: MD Assets,SW Usage Duration_measure,0.07,No Data
Cube,Attribute,Time(second),Error type
Technopedia: CPU,CPU Manufacturer (1),0.62,No Issue
Technopedia: CPU,CPU Model (1),9.01,No Issue
Technopedia: CPU,CPU Cores,0.57,No Issue
Technopedia: CPU,CPU Clock Rate,5.82,No Issue
Technopedia: CPU,CPU ISA Bit Mode,0.06,No Issue
Technopedia: CPU,CPU Is Threaded?,0.04,No Issue
Technopedia: CPU,CPU Number of threads,0.04,No Issue
Technopedia: CPU,CPU Maximum Sockets,0.58,No Issue
Technopedia: CPU,CPU IBM PVU per core,0.03,No Issue
Technopedia: CPU,Location,0.57,No Issue
Technopedia: CPU,Purchased By,0.03,No Issue
Technopedia: CPU,Model,0.06,No Issue
Technopedia: CPU,CPU Manufacturer,0.04,No Issue
Technopedia: CPU,Num of Cores,0.03,No Issue
Technopedia: CPU,Clock Rate,5.37,No Issue
Technopedia: CPU,Bit Mode,0.04,No Issue
Technopedia: CPU,Num of Threads,0.03,No Issue
Technopedia: CPU,CPU Model Count_measure,0.56,No Issue
Technopedia: CPU,CPU IBM PVU Count_measure,0.56,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Hardware,HW Vertical,0.6,No Issue
Technopedia: Hardware,HW Category,10.6,No Issue
Technopedia: Hardware,HW Subcategory,10.59,No Issue
Technopedia: Hardware,HW Vendor Category,10.6,No Issue
Technopedia: Hardware,HW Manufacturer,19.02,No Issue
Technopedia: Hardware,HW Product,20.67,No Issue
Technopedia: Hardware,HW Model,180.0,Time out
Technopedia: Hardware,HW Supported OS,12.21,No Issue
Technopedia: Hardware,HW Max CPU sockets,10.08,No Issue
Technopedia: Hardware,HW Profile,2.16,No Issue
Technopedia: Hardware,HW Min Depth (in),2.14,No Issue
Technopedia: Hardware,HW Max Depth (in),2.14,No Issue
Technopedia: Hardware,HW Min Height (in),2.3,No Issue
Technopedia: Hardware,HW Max Height (in),2.14,No Issue
Technopedia: Hardware,HW Min Width (in),3.21,No Issue
Technopedia: Hardware,HW Max Width (in),2.14,No Issue
Technopedia: Hardware,HW Min Weight (lbs),2.14,No Issue
Technopedia: Hardware,HW Max Weight (lbs),2.16,No Issue
Technopedia: Hardware,HW Is Supported? (calc.),10.08,No Issue
Technopedia: Hardware,HW Supported Reason (calc.),10.11,No Issue
Technopedia: Hardware,HW EOL Year (calc.),10.59,No Issue
Technopedia: Hardware,HW EOL Quarter (calc.),20.17,No Issue
Technopedia: Hardware,HW EOL Month (calc.),10.12,No Issue
Technopedia: Hardware,HW EOL Date (calc.),10.61,No Issue
Technopedia: Hardware,HW Intro Year,14.88,No Issue
Technopedia: Hardware,HW Intro Quarter,10.63,No Issue
Technopedia: Hardware,HW Intro Month,10.1,No Issue
Technopedia: Hardware,HW Intro Date,15.35,No Issue
Technopedia: Hardware,HW Intro Exception,10.63,No Issue
Technopedia: Hardware,HW Intro Range (Start),10.08,No Issue
Technopedia: Hardware,HW Intro Range (End),10.58,No Issue
Technopedia: Hardware,HW GA Year,10.08,No Issue
Technopedia: Hardware,HW GA Quarter,10.1,No Issue
Technopedia: Hardware,HW GA Month,10.62,No Issue
Technopedia: Hardware,HW GA Date,10.61,No Issue
Technopedia: Hardware,HW GA Exception,12.72,No Issue
Technopedia: Hardware,HW GA Range (Start),10.65,No Issue
Technopedia: Hardware,HW GA Range (End),15.38,No Issue
Technopedia: Hardware,HW LastAvail Year,10.61,No Issue
Technopedia: Hardware,HW LastAvail Quarter,12.71,No Issue
Technopedia: Hardware,HW LastAvail Month,10.11,No Issue
Technopedia: Hardware,HW LastAvail Date,14.37,No Issue
Technopedia: Hardware,HW LastAvail Exception,10.07,No Issue
Technopedia: Hardware,HW LastAvail Range (Start),13.23,No Issue
Technopedia: Hardware,HW LastAvail Range (End),10.14,No Issue
Technopedia: Hardware,HW OBS Year,10.63,No Issue
Technopedia: Hardware,HW OBS Quarter,10.1,No Issue
Technopedia: Hardware,HW OBS Month,10.11,No Issue
Technopedia: Hardware,HW OBS Date,10.63,No Issue
Technopedia: Hardware,HW OBS Exception,10.63,No Issue
Technopedia: Hardware,HW OBS Range (Start),10.6,No Issue
Technopedia: Hardware,HW OBS Range (End),10.7,No Issue
Technopedia: Hardware,HW Currency Code,0.56,No Issue
Technopedia: Hardware,HW Minimum price,5.33,No Issue
Technopedia: Hardware,HW Average price,10.08,No Issue
Technopedia: Hardware,HW Maximum price,8.51,No Issue
Technopedia: Hardware,HW Is Energy Star?,3.21,No Issue
Technopedia: Hardware,HW EPEAT Rating,2.68,No Issue
Technopedia: Hardware,HW Power Type,2.67,No Issue
Technopedia: Hardware,HW AVG Power (W),2.68,No Issue
Technopedia: Hardware,HW Power Rating,2.68,No Issue
Technopedia: Hardware,HW AC Power Avg,2.67,No Issue
Technopedia: Hardware,HW AC Avg Unit,2.7,No Issue
Technopedia: Hardware,HW AC Power Max,15.93,No Issue
Technopedia: Hardware,HW AC Max Unit,2.69,No Issue
Technopedia: Hardware,HW AC Heat Diss Avg,2.68,No Issue
Technopedia: Hardware,HW AC Heat Diss Max,7.45,No Issue
Technopedia: Hardware,HW AC Input Low Voltage Min,2.68,No Issue
Technopedia: Hardware,HW AC Input Low Voltage Max,2.67,No Issue
Technopedia: Hardware,HW AC Input Low Current Min,2.67,No Issue
Technopedia: Hardware,HW AC Input Low Current Max,2.68,No Issue
Technopedia: Hardware,HW AC Input High Voltage Min,2.68,No Issue
Technopedia: Hardware,HW AC Input High Voltage Max,2.68,No Issue
Technopedia: Hardware,HW AC Input High Current Min,2.71,No Issue
Technopedia: Hardware,HW AC Input High Current Max,2.69,No Issue
Technopedia: Hardware,HW AC Frequency Min,7.96,No Issue
Technopedia: Hardware,HW AC Frequency Max,2.68,No Issue
Technopedia: Hardware,HW DC Power Avg,3.23,No Issue
Technopedia: Hardware,HW DC Power Max,2.7,No Issue
Technopedia: Hardware,HW DC Heat Diss Avg,2.67,No Issue
Technopedia: Hardware,HW DC Heat Diss Max,2.68,No Issue
Technopedia: Hardware,HW DC Low Voltage,2.67,No Issue
Technopedia: Hardware,HW DC Low Current,2.68,No Issue
Technopedia: Hardware,HW DC High Voltage,2.68,No Issue
Technopedia: Hardware,HW DC High Current,2.69,No Issue
Technopedia: Hardware,HW Min Operating Temp,10.62,No Issue
Technopedia: Hardware,HW Max Operating Temp,2.68,No Issue
Technopedia: Hardware,HW Min Non-Operating Temp,2.68,No Issue
Technopedia: Hardware,HW Max Non-Operating Temp,2.68,No Issue
Technopedia: Hardware,HW Min Operating Humidity,2.68,No Issue
Technopedia: Hardware,HW Max Operating Humidity,2.68,No Issue
Technopedia: Hardware,HW Min Non-Operating Humidity,3.21,No Issue
Technopedia: Hardware,HW Max Non-Operating Humidity,3.2,No Issue
Technopedia: Hardware,PRI Is Private?,0.05,No Data
Technopedia: Hardware,PRI Type,0.04,No Data
Technopedia: Hardware,PRI Table,0.05,No Data
Technopedia: Hardware,PRI Attribute,0.04,No Data
Technopedia: Hardware,Manufacturer Name,0.05,No Issue
Technopedia: Hardware,Product Name,0.05,No Issue
Technopedia: Hardware,Supported OS,0.04,No Issue
Technopedia: Hardware,Last Supported Date,0.59,No Issue
Technopedia: Hardware,Energy Star,0.04,No Issue
Technopedia: Hardware,EPEAT,0.56,No Issue
Technopedia: Hardware,AC Power AVG,0.04,No Issue
Technopedia: Hardware,AC AVG UNIT,0.03,No Issue
Technopedia: Hardware,AC Power Max,0.05,No Issue
Technopedia: Hardware,AC MAX Unit,0.05,No Issue
Technopedia: Hardware,Managed by,0.04,No Issue
Technopedia: Hardware,HW Product Count_measure,3.24,No Issue
Technopedia: Hardware,HW Model Count_measure,2.69,No Issue
Technopedia: Hardware,HW Minimum price_measure,2.68,No Issue
Technopedia: Hardware,HW Average price_measure,2.14,No Issue
Technopedia: Hardware,HW Maximum price_measure,2.68,No Issue
Technopedia: Hardware,HW Min Depth (in)_measure,2.15,No Issue
Technopedia: Hardware,HW Max Depth (in)_measure,2.15,No Issue
Technopedia: Hardware,HW Min Height (in)_measure,9.04,No Issue
Technopedia: Hardware,HW Max Height (in)_measure,2.15,No Issue
Technopedia: Hardware,HW Min Width (in)_measure,2.15,No Issue
Technopedia: Hardware,HW Max Width (in)_measure,2.17,No Issue
Technopedia: Hardware,HW Min Weight (lbs)_measure,2.16,No Issue
Technopedia: Hardware,HW Max Weight (lbs)_measure,2.69,No Issue
Technopedia: Hardware,HW AVG Power (W)_measure,2.69,No Issue
Technopedia: Hardware,HW AC Power Avg_measure,2.15,No Issue
Technopedia: Hardware,HW AC Power Max_measure,2.16,No Issue
Technopedia: Hardware,HW AC Heat Diss Avg (BTU/hr)_measure,2.15,No Issue
Technopedia: Hardware,HW AC Heat Diss Max (BTU/hr)_measure,2.15,No Issue
Technopedia: Hardware,HW AC Input Low Voltage Min_measure,2.14,No Issue
Technopedia: Hardware,HW AC Input Low Voltage Max_measure,10.11,No Issue
Technopedia: Hardware,HW AC Input Low Current Min_measure,2.16,No Issue
Technopedia: Hardware,HW AC Input Low Current Max_measure,2.14,No Issue
Technopedia: Hardware,HW AC Input High Voltage Min_measure,2.69,No Issue
Technopedia: Hardware,HW AC Input High Voltage Max_measure,2.15,No Issue
Technopedia: Hardware,HW AC Input High Current Min_measure,2.18,No Issue
Technopedia: Hardware,HW AC Input High Current Max_measure,2.15,No Issue
Technopedia: Hardware,HW AC Frequency Min_measure,2.14,No Issue
Technopedia: Hardware,HW AC Frequency Max_measure,2.14,No Issue
Technopedia: Hardware,HW DC Power Avg_measure,2.14,No Issue
Technopedia: Hardware,HW DC Power Max_measure,2.17,No Issue
Technopedia: Hardware,HW DC Heat Diss Avg (BTU/hr)_measure,2.16,No Issue
Technopedia: Hardware,HW DC Heat Diss Max (BTU/hr)_measure,17.56,No Issue
Technopedia: Hardware,HW DC Low Voltage_measure,2.15,No Issue
Technopedia: Hardware,HW DC Low Current_measure,2.16,No Issue
Technopedia: Hardware,HW DC High Voltage_measure,2.16,No Issue
Technopedia: Hardware,HW DC High Current_measure,2.68,No Issue
Technopedia: Hardware,HW Min Operating Temp (F)_measure,2.16,No Issue
Technopedia: Hardware,HW Max Operating Temp (F)_measure,2.17,No Issue
Technopedia: Hardware,HW Min Non-Operating Temp (F)_measure,2.17,No Issue
Technopedia: Hardware,HW Max Non-Operating Temp (F)_measure,2.16,No Issue
Technopedia: Hardware,HW Min Operating Humidity (%)_measure,2.15,No Issue
Technopedia: Hardware,HW Max Operating Humidity (%)_measure,2.17,No Issue
Technopedia: Hardware,HW Min Non-Operating Humidity (%)_measure,2.16,No Issue
Technopedia: Hardware,HW Max Non-Operating Humidity (%)_measure,12.22,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Hardware Procurement,HW Vertical,0.06,No Issue
Technopedia: Hardware Procurement,HW Category,10.07,No Issue
Technopedia: Hardware Procurement,HW Subcategory,10.09,No Issue
Technopedia: Hardware Procurement,HW Vendor Category,10.6,No Issue
Technopedia: Hardware Procurement,HW Manufacturer,16.39,No Issue
Technopedia: Hardware Procurement,HW Product,23.98,No Issue
Technopedia: Hardware Procurement,HW Model,180.0,Time out
Technopedia: Hardware Procurement,HW Supported OS,13.27,No Issue
Technopedia: Hardware Procurement,HW Max CPU sockets,14.32,No Issue
Technopedia: Hardware Procurement,HW Profile,2.67,No Issue
Technopedia: Hardware Procurement,HW Is Supported? (calc.),10.12,No Issue
Technopedia: Hardware Procurement,HW Supported Reason (calc.),17.98,No Issue
Technopedia: Hardware Procurement,HW EOL Year (calc.),10.11,No Issue
Technopedia: Hardware Procurement,HW EOL Quarter (calc.),10.1,No Issue
Technopedia: Hardware Procurement,HW EOL Month (calc.),10.61,No Issue
Technopedia: Hardware Procurement,HW EOL Date (calc.),14.5,No Issue
Technopedia: Hardware Procurement,HW Mfr Part Number,0.56,No Issue
Technopedia: Hardware Procurement,HW Mfr Currency Code,0.56,No Issue
Technopedia: Hardware Procurement,HW Mfr List Price,4.8,No Issue
Technopedia: Hardware Procurement,HW Mfr Actual Price,0.56,No Issue
